seed,size,p,map_type,sg_id,algo,success,edges,suboptimality,runtime_ms,expanded,generated,peak_frontier,peak_closed,peak_rss_mb,free,start_y,start_x,end_y,end_x,is_corner
313202,31x31,0.1,sparse0.10,1,Dijkstra,1,70,1.0,0.5363,415.0,417.0,13.0,415.0,0.0,495,25,3,11,11,0
313202,31x31,0.1,sparse0.10,1,DFS,1,110,1.5714285714285714,0.3278,301.0,341.0,42.0,301.0,0.0,495,25,3,11,11,0
313202,31x31,0.1,sparse0.10,1,JPS,0,0,,0.8364,164.0,,,164.0,0.0,495,25,3,11,11,0
313202,31x31,0.1,sparse0.10,2,A*,1,79,1.0,0.3247,218.0,229.0,12.0,218.0,0.0,495,7,4,25,7,0
313202,31x31,0.1,sparse0.10,2,Dijkstra,1,79,1.0,0.5015,400.0,409.0,16.0,400.0,0.0,495,7,4,25,7,0
313202,31x31,0.1,sparse0.10,2,DFS,1,121,1.5316455696202531,0.3749,345.0,388.0,57.0,345.0,0.0,495,7,4,25,7,0
313202,31x31,0.1,sparse0.10,2,JPS,0,0,,0.191,6.0,,,6.0,0.0,495,7,4,25,7,0
616100,61x61,0.0,dense,0,A*,1,412,1.0,1.5972,1105.0,1113.0,13.0,1105.0,0.1024,1799,1,1,59,59,1
616100,61x61,0.0,dense,0,Dijkstra,1,412,1.0,1.8955,1535.0,1541.0,14.0,1535.0,0.110592,1799,1,1,59,59,1
616100,61x61,0.0,dense,0,DFS,1,412,1.0,0.9712,727.0,855.0,130.0,727.0,0.008192,1799,1,1,59,59,1
616100,61x61,0.0,dense,0,JPS,0,0,,2.5327,217.0,,,217.0,0.0,1799,1,1,59,59,1
616100,61x61,0.0,dense,1,A*,1,255,1.0,1.8277,1231.0,1241.0,18.0,1231.0,0.004096,1799,3,47,46,21,0
616100,61x61,0.0,dense,1,Dijkstra,1,255,1.0,1.7051,1357.0,1363.0,11.0,1357.0,0.008192,1799,3,47,46,21,0
616100,61x61,0.0,dense,1,DFS,1,255,1.0,1.4241,1138.0,1210.0,89.0,1138.0,0.0,1799,3,47,46,21,0
616100,61x61,0.0,dense,1,JPS,0,0,,3.0316,77.0,,,77.0,0.0,1799,3,47,46,21,0
616100,61x61,0.0,dense,2,A*,1,25,1.0,0.0818,45.0,51.0,10.0,45.0,0.0,1799,34,1,51,1,0
616100,61x61,0.0,dense,2,Dijkstra,1,25,1.0,0.1843,131.0,138.0,9.0,131.0,0.0,1799,34,1,51,1,0
616100,61x61,0.0,dense,2,DFS,1,25,1.0,0.4493,440.0,445.0,39.0,440.0,0.0,1799,34,1,51,1,0
616100,61x61,0.0,dense,2,JPS,0,0,,1.75,284.0,,,284.0,0.0,1799,34,1,51,1,0
616101,61x61,0.0,dense,0,A*,1,352,1.0,1.2362,855.0,863.0,14.0,855.0,0.0,1799,1,1,59,59,1
616101,61x61,0.0,dense,0,Dijkstra,1,352,1.0,1.0642,893.0,897.0,8.0,893.0,0.0,1799,1,1,59,59,1
616101,61x61,0.0,dense,0,DFS,1,352,1.0,0.7226,577.0,679.0,103.0,577.0,0.0,1799,1,1,59,59,1
616101,61x61,0.0,dense,0,JPS,0,0,,1.9926,160.0,,,160.0,0.0,1799,1,1,59,59,1
616101,61x61,0.0,dense,1,A*,1,234,1.0,1.5582,1049.0,1058.0,17.0,1049.0,0.0,1799,7,7,33,23,0
616101,61x61,0.0,dense,1,Dijkstra,1,234,1.0,1.3914,1127.0,1127.0,10.0,1127.0,0.0,1799,7,7,33,23,0
616101,61x61,0.0,dense,1,DFS,1,234,1.0,1.0261,965.0,1018.0,62.0,965.0,0.0,1799,7,7,33,23,0
616101,61x61,0.0,dense,1,JPS,0,0,,1.9073,228.0,,,228.0,0.0,1799,7,7,33,23,0
616101,61x61,0.0,dense,2,A*,1,305,1.0,1.2811,895.0,901.0,14.0,895.0,0.0,1799,11,19,50,31,0
616101,61x61,0.0,dense,2,Dijkstra,1,305,1.0,1.1534,952.0,954.0,8.0,952.0,0.0,1799,11,19,50,31,0
616101,61x61,0.0,dense,2,DFS,1,305,1.0,0.9392,802.0,887.0,96.0,802.0,0.0,1799,11,19,50,31,0
616101,61x61,0.0,dense,2,JPS,0,0,,1.8477,170.0,,,170.0,0.0,1799,11,19,50,31,0
616102,61x61,0.0,dense,0,A*,1,428,1.0,1.9779,1339.0,1346.0,13.0,1339.0,0.004096,1799,1,1,59,59,1
616102,61x61,0.0,dense,0,Dijkstra,1,428,1.0,1.6766,1355.0,1356.0,12.0,1355.0,0.0,1799,1,1,59,59,1
616102,61x61,0.0,dense,0,DFS,1,428,1.0,0.8962,683.0,806.0,124.0,683.0,0.0,1799,1,1,59,59,1
616102,61x61,0.0,dense,0,JPS,0,0,,2.7166,255.0,,,255.0,0.0,1799,1,1,59,59,1
616102,61x61,0.0,dense,1,A*,1,96,1.0,0.7072,489.0,497.0,18.0,489.0,0.0,1799,29,17,59,19,0
616102,61x61,0.0,dense,1,Dijkstra,1,96,1.0,0.7094,589.0,593.0,11.0,589.0,0.0,1799,29,17,59,19,0
616102,61x61,0.0,dense,1,DFS,1,96,1.0,0.7367,693.0,713.0,67.0,693.0,0.004096,1799,29,17,59,19,0
616102,61x61,0.0,dense,1,JPS,0,0,,0.9099,109.0,,,109.0,0.0,1799,29,17,59,19,0
616102,61x61,0.0,dense,2,A*,1,304,1.0,2.4722,1707.0,1716.0,30.0,1707.0,0.1024,1799,53,22,1,56,0
616102,61x61,0.0,dense,2,Dijkstra,1,304,1.0,2.2332,1788.0,1789.0,14.0,1788.0,0.012288,1799,53,22,1,56,0
616102,61x61,0.0,dense,2,DFS,1,304,1.0,1.7618,1538.0,1625.0,88.0,1538.0,0.0,1799,53,22,1,56,0
616102,61x61,0.0,dense,2,JPS,0,0,,2.7971,349.0,,,349.0,0.0,1799,53,22,1,56,0
616150,61x61,0.05,sparse0.05,0,A*,1,224,1.0,1.1041,745.0,755.0,20.0,745.0,0.0,1899,1,1,59,59,1
616150,61x61,0.05,sparse0.05,0,Dijkstra,1,224,1.0,1.3392,1031.0,1041.0,14.0,1031.0,0.0,1899,1,1,59,59,1
616150,61x61,0.05,sparse0.05,0,DFS,1,292,1.3035714285714286,0.5311,435.0,545.0,112.0,435.0,0.0,1899,1,1,59,59,1
616150,61x61,0.05,sparse0.05,0,JPS,0,0,,5.073,499.0,,,499.0,0.0,1899,1,1,59,59,1
616150,61x61,0.05,sparse0.05,1,A*,1,210,1.0,2.3023,1582.0,1604.0,23.0,1582.0,0.0,1899,22,13,14,35,0
616150,61x61,0.05,sparse0.05,1,Dijkstra,1,210,1.0,2.1537,1670.0,1680.0,22.0,1670.0,0.008192,1899,22,13,14,35,0
616150,61x61,0.05,sparse0.05,1,DFS,1,336,1.6,1.197,930.0,1038.0,129.0,930.0,0.0,1899,22,13,14,35,0
616150,61x61,0.05,sparse0.05,1,JPS,0,0,,1.1363,191.0,,,191.0,0.0,1899,22,13,14,35,0
616150,61x61,0.05,sparse0.05,2,A*,1,144,1.0,1.4514,978.0,990.0,30.0,978.0,0.0,1899,17,55,39,37,0
616150,61x61,0.05,sparse0.05,2,Dijkstra,1,144,1.0,1.8068,1421.0,1444.0,29.0,1421.0,0.02048,1899,17,55,39,37,0
616150,61x61,0.05,sparse0.05,2,DFS,1,224,1.5555555555555556,1.193,1113.0,1174.0,78.0,1113.0,0.0,1899,17,55,39,37,0
616150,61x61,0.05,sparse0.05,2,JPS,0,0,,2.511,400.0,,,400.0,0.0,1899,17,55,39,37,0
616151,61x61,0.05,sparse0.05,0,A*,1,190,1.0,1.1688,773.0,789.0,20.0,773.0,0.0,1883,1,1,59,59,1
616151,61x61,0.05,sparse0.05,0,Dijkstra,1,190,1.0,2.2147,1722.0,1732.0,31.0,1722.0,0.0,1883,1,1,59,59,1
616151,61x61,0.05,sparse0.05,0,DFS,1,390,2.0526315789473686,1.7092,1209.0,1322.0,144.0,1209.0,0.0,1883,1,1,59,59,1
616151,61x61,0.05,sparse0.05,0,JPS,0,0,,2.3956,368.0,,,368.0,0.0,1883,1,1,59,59,1
616151,61x61,0.05,sparse0.05,1,A*,1,88,1.0,0.8166,556.0,574.0,23.0,556.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,1,Dijkstra,1,88,1.0,1.778,1368.0,1397.0,30.0,1368.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,1,DFS,1,152,1.7272727272727273,2.3133,1674.0,1722.0,128.0,1674.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,1,JPS,0,0,,1.984,320.0,,,320.0,0.0,1883,5,52,56,49,0
616151,61x61,0.05,sparse0.05,2,A*,1,14,1.0,0.0426,23.0,28.0,6.0,23.0,0.0,1883,43,57,51,55,0
616151,61x61,0.05,sparse0.05,2,Dijkstra,1,14,1.0,0.0816,60.0,65.0,8.0,60.0,0.0,1883,43,57,51,55,0
616151,61x61,0.05,sparse0.05,2,DFS,1,14,1.0,0.0246,19.0,24.0,7.0,19.0,0.0,1883,43,57,51,55,0
616151,61x61,0.05,sparse0.05,2,JPS,0,0,,0.0908,9.0,,,9.0,0.0,1883,43,57,51,55,0
616152,61x61,0.05,sparse0.05,0,A*,1,176,1.0,0.8638,600.0,622.0,24.0,600.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,0,Dijkstra,1,176,1.0,1.5295,1203.0,1213.0,25.0,1203.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,0,DFS,1,304,1.7272727272727273,0.8264,670.0,774.0,106.0,670.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,0,JPS,0,0,,2.3089,340.0,,,340.0,0.0,1874,1,1,59,59,1
616152,61x61,0.05,sparse0.05,1,A*,1,119,1.0,1.5299,1028.0,1046.0,34.0,1028.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,1,Dijkstra,1,119,1.0,1.7696,1372.0,1384.0,26.0,1372.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,1,DFS,1,177,1.4873949579831933,0.2653,231.0,296.0,67.0,231.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,1,JPS,0,0,,1.5413,265.0,,,265.0,0.0,1874,20,27,57,13,0
616152,61x61,0.05,sparse0.05,2,A*,1,153,1.0,1.7004,1164.0,1186.0,50.0,1164.0,0.0,1874,55,17,4,27,0
616152,61x61,0.05,sparse0.05,2,Dijkstra,1,153,1.0,1.8605,1482.0,1486.0,35.0,1482.0,0.0,1874,55,17,4,27,0
616152,61x61,0.05,sparse0.05,2,DFS,1,357,2.3333333333333335,1.7048,1235.0,1343.0,162.0,1235.0,0.0,1874,55,17,4,27,0
616152,61x61,0.05,sparse0.05,2,JPS,0,0,,4.7763,505.0,,,505.0,0.0,1874,55,17,4,27,0
616200,61x61,0.1,sparse0.10,0,A*,1,138,1.0,1.7736,1155.0,1222.0,72.0,1155.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,0,Dijkstra,1,138,1.0,2.5049,1917.0,1923.0,29.0,1917.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,0,DFS,1,304,2.2028985507246377,0.5622,430.0,549.0,120.0,430.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,0,JPS,0,0,,2.1043,376.0,,,376.0,0.0,1964,1,1,59,59,1
616200,61x61,0.1,sparse0.10,1,A*,1,63,1.0,0.6535,443.0,453.0,23.0,443.0,0.0,1964,52,20,31,8,0
616200,61x61,0.1,sparse0.10,1,Dijkstra,1,63,1.0,1.119,904.0,928.0,25.0,904.0,0.0,1964,52,20,31,8,0
616200,61x61,0.1,sparse0.10,1,DFS,1,205,3.253968253968254,0.3897,345.0,399.0,55.0,345.0,0.0,1964,52,20,31,8,0
616200,61x61,0.1,sparse0.10,1,JPS,0,0,,2.3146,426.0,,,426.0,0.0,1964,52,20,31,8,0
